rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
462576000000,,6451,,462,568022098,"""map""",,,-0.064885571599,0.0592310614884,-0.0039489720948,,0.00110307402815,-6.93525980656e-05,0.0238534725301,-0.999714859456
462612000000,,6452,,462,608022098,"""map""",,,-0.0644897148013,0.0599647462368,-0.00343915098347,,0.00118077104368,-9.09819573629e-05,0.0238045821858,-0.999715955274
462644000000,,6453,,462,640022098,"""map""",,,-0.0642135366797,0.060737002641,-0.00313551281579,,0.00114897062909,-0.000106839338684,0.0237454923042,-0.999717388266
462676000000,,6454,,462,672021992,"""map""",,,-0.0637897104025,0.0604546368122,-0.00299698021263,,0.00136774952788,-0.000105853456396,0.0237631939806,-0.999716713917
462712000000,,6455,,462,704021992,"""map""",,,-0.0634288042784,0.0604185387492,-0.00291464175098,,0.00137793515346,-0.000149685767257,0.0238329891617,-0.999715028043
462744000000,,6456,,462,736021992,"""map""",,,-0.0631170943379,0.0605924241245,-0.00292683532462,,0.00139150495696,-0.000157156625428,0.0238657794098,-0.999714185106
462776000000,,6457,,462,768021885,"""map""",,,-0.0628243237734,0.0609245337546,-0.00299998186529,,0.00139968440902,-0.000142248000948,0.0238581086834,-0.999714353693
462812000000,,6458,,462,808021885,"""map""",,,-0.0625200122595,0.0615625679493,-0.00331450859085,,0.00140079220436,-0.00018382985943,0.0237791254893,-0.999716292448
462844000000,,6459,,462,840021885,"""map""",,,-0.0623326040804,0.0622369982302,-0.00361476838589,,0.00134223385048,-0.000149210256964,0.0237787040208,-0.999716376742
462876000000,,6460,,462,872021779,"""map""",,,-0.0620208829641,0.0616456232965,-0.00356633891352,,0.0013560441462,-0.000185449343852,0.0237576305966,-0.999716798211
462912000000,,6461,,462,904021779,"""map""",,,-0.0617775581777,0.0613094419241,-0.00340625201352,,0.00132027715341,-0.000200175345709,0.0237134185525,-0.999717936175
462944000000,,6462,,462,936021779,"""map""",,,-0.0615731552243,0.0611947588623,-0.00327572389506,,0.0013248860183,-0.000182267174472,0.0236807968917,-0.999718694819
462976000000,,6463,,462,968021673,"""map""",,,-0.0614283159375,0.0612949505448,-0.00313724065199,,0.00130575632932,-0.000189567593092,0.02366958583,-0.9997189477
463012000000,,6464,,463,8021673,"""map""",,,-0.061299841851,0.061692494899,-0.00291559193283,,0.00122937586775,-0.000177268945133,0.0237049048891,-0.99971827335
463044000000,,6465,,463,40021673,"""map""",,,-0.0612361952662,0.0621774978936,-0.00286172842607,,0.00121421390942,-0.000197933207454,0.0236870767722,-0.999718736966
463076000000,,6466,,463,72021567,"""map""",,,-0.0609100162983,0.0615046359599,-0.00285691954195,,0.00116073754352,-0.00012161720092,0.0236379756936,-0.999719959224
463112000000,,6467,,463,104021567,"""map""",,,-0.060654181987,0.0610721260309,-0.00289173703641,,0.00116824742045,-8.90742362413e-05,0.0236762028852,-0.999718989847
463144000000,,6468,,463,136021567,"""map""",,,-0.0604172870517,0.0608662292361,-0.00284089962952,,0.00111031649485,-0.000119897411937,0.0235788015183,-0.999721392217
463176000000,,6469,,463,168021462,"""map""",,,-0.0601753480732,0.0608928538859,-0.00283820577897,,0.00106408008495,-0.000124680996925,0.0235911926918,-0.999721139336
463212000000,,6470,,463,208021462,"""map""",,,-0.0599096044898,0.0611662566662,-0.00280401529744,,0.00105932506433,-0.000128202152091,0.0236512098041,-0.999719706343
463244000000,,6471,,463,240021462,"""map""",,,-0.0597046725452,0.0615551546216,-0.0027537252754,,0.00103902633537,-0.000163273022182,0.0236399565955,-0.999720001371
463276000000,,6472,,463,272021356,"""map""",,,-0.0595231428742,0.0608213171363,-0.00243460014462,,0.00106643298216,-0.000139689061626,0.0236166915351,-0.999720591427
463312000000,,6473,,463,304021356,"""map""",,,-0.059364631772,0.0603719353676,-0.00221279333346,,0.00111151286443,-0.000152806733158,0.0236112124448,-0.999720591427
463344000000,,6474,,463,336021356,"""map""",,,-0.0592226944864,0.0601080693305,-0.00183661631308,,0.00120772798688,-0.000153514298073,0.0236734633401,-0.999719031994
463376000000,,6475,,463,368021250,"""map""",,,-0.0591122098267,0.0600279308856,-0.00143813772593,,0.00119171790555,-0.000177749929578,0.023642611847,-0.999719790637
463412000000,,6476,,463,408021250,"""map""",,,-0.058970388025,0.060187432915,-0.000908992020413,,0.00108827941419,-0.000198603070696,0.0236118446476,-0.999720633574
463444000000,,6477,,463,440021250,"""map""",,,-0.058871332556,0.0604871250689,-0.000548830605112,,0.00110566951669,-0.000267330668864,0.0235798130427,-0.999721307923
463476000000,,6478,,463,472021145,"""map""",,,-0.0586881861091,0.0596743412316,-0.000184992037248,,0.00105358576662,-0.000251762141628,0.0236148792207,-0.99972054928
463512000000,,6479,,463,504021145,"""map""",,,-0.0585161522031,0.0591224133968,0.000160682830028,,0.00108711481938,-0.000242973947487,0.0235308805516,-0.999722530182
463544000000,,6480,,463,536021145,"""map""",,,-0.0583475083113,0.0588299706578,0.000508702418301,,0.00103003868456,-0.000207509185463,0.0235424709349,-0.999722319448
463576000000,,6481,,463,568021040,"""map""",,,-0.0581950582564,0.0587177202106,0.000784232222941,,0.00105157839949,-0.000213297174302,0.0235416279979,-0.999722319448
463612000000,,6482,,463,608021040,"""map""",,,-0.0580189824104,0.0588510148227,0.00113472552039,,0.00103643582707,-0.000287695252275,0.0235746711272,-0.999721560804
463644000000,,6483,,463,640021040,"""map""",,,-0.0578955970705,0.0591110363603,0.00126968661789,,0.00106601867534,-0.000212301496165,0.0235464748855,-0.999722193007
463676000000,,6484,,463,672020935,"""map""",,,-0.0577084086835,0.058329384774,0.00159841426648,,0.00104871488333,-0.000206970372578,0.0235283095938,-0.999722656623
463712000000,,6485,,463,704020935,"""map""",,,-0.0575485900044,0.0577628239989,0.00192189728841,,0.000984150438903,-0.000168013513664,0.0234706948519,-0.999724047469
463744000000,,6486,,463,736020935,"""map""",,,-0.0573834292591,0.0573867596686,0.00223884591833,,0.000998674267595,-0.000189822655612,0.0234703576771,-0.999724047469
463776000000,,6487,,463,768020830,"""map""",,,-0.0572212226689,0.0571887120605,0.00236052158289,,0.00100499082072,-0.000180631638027,0.0234652579084,-0.999724173909
463812000000,,6488,,463,808020830,"""map""",,,-0.0570164546371,0.0571803897619,0.00243890797719,,0.00100479947238,-0.000137978903857,0.023430613199,-0.999725016846
463844000000,,6489,,463,840020830,"""map""",,,-0.0568306855857,0.0573622770607,0.00246394914575,,0.000994253705267,-0.000165452310595,0.0233790254564,-0.999726196958
463876000000,,6490,,463,872020725,"""map""",,,-0.0565920844674,0.0565336197615,0.00282414862886,,0.000981630518343,-0.000135073446647,0.0233296293499,-0.99972737707
463912000000,,6491,,463,904020725,"""map""",,,-0.0563784912229,0.055919777602,0.00312156253494,,0.00104295373018,-0.000139414366248,0.0233573198294,-0.999726660573
463944000000,,6492,,463,936020725,"""map""",,,-0.0561690181494,0.0554994828999,0.0034612743184,,0.00099236026633,-0.000151972521902,0.0233011380803,-0.999728051419
463976000000,,6493,,463,968020620,"""map""",,,-0.0559622682631,0.0552585721016,0.00383445667103,,0.000989309188465,-0.000121087154909,0.0233308094617,-0.99972737707
464012000000,,6494,,464,8020620,"""map""",,,-0.0556580014527,0.0552071556449,0.00410375464708,,0.000899965154771,-0.000180496224813,0.0233705539398,-0.999726491986
464044000000,,6495,,464,40020620,"""map""",,,-0.055393088609,0.0553454086185,0.00433529308066,,0.00114397050643,-0.000164908352832,0.0234003939086,-0.999725564755
464076000000,,6496,,464,72020515,"""map""",,,-0.0551159530878,0.0543603077531,0.00449576927349,,0.00118724610023,-0.00017010764404,0.0234326783945,-0.999724721818
464112000000,,6497,,464,104020515,"""map""",,,-0.0548536032438,0.0536171235144,0.00477474508807,,0.00118052701178,-0.000140033603881,0.0235236312936,-0.999722614476
464144000000,,6498,,464,136020515,"""map""",,,-0.0545832626522,0.053105328232,0.00500916037709,,0.00118259163113,-0.000210902047927,0.0235398999772,-0.999722193007
464176000000,,6499,,464,168020411,"""map""",,,-0.0543045550585,0.0527652986348,0.00526063330472,,0.00118633821431,-0.000224609528383,0.0235802345112,-0.99972122363
464212000000,,6500,,464,208020411,"""map""",,,-0.053914103657,0.0525718741119,0.00550042884424,,0.00112349973272,-0.000299844781062,0.0236313586384,-0.999720085665
464244000000,,6501,,464,240020411,"""map""",,,-0.0535741746426,0.0525955967605,0.0056161689572,,0.00108412371023,-0.000295312842394,0.023654581552,-0.999719622049
464276000000,,6502,,464,272020306,"""map""",,,-0.0532681308687,0.0514737181365,0.00627248547971,,0.00105904925766,-0.000288952331423,0.0236767086474,-0.99971907414
464312000000,,6503,,464,304020306,"""map""",,,-0.0529404208064,0.0505625680089,0.00688419956714,,0.00106763799513,-0.000295218547052,0.023643159756,-0.999719917077
464344000000,,6504,,464,336020306,"""map""",,,-0.0525997243822,0.0498331524432,0.00747396703809,,0.00107647471577,-0.000291624746195,0.0236370063161,-0.999720001371
464376000000,,6505,,464,368020202,"""map""",,,-0.0522219911218,0.0492741316557,0.00814619567245,,0.00107173245445,-0.000306259580796,0.0236372170504,-0.999720043518
464412000000,,6506,,464,408020202,"""map""",,,-0.0517154298723,0.0487916097045,0.00880804285407,,0.00106447344181,-0.000346848024888,0.0236045532428,-0.999720760014
464444000000,,6507,,464,440020202,"""map""",,,-0.0513542406261,0.048587501049,0.00925037078559,,0.00105665561301,-0.000362183633163,0.0236260481355,-0.999720254252
464476000000,,6508,,464,472020098,"""map""",,,-0.0508471690118,0.0475852899253,0.00964487809688,,0.00104567956937,-0.00037184341096,0.0236312321979,-0.999720127812
464512000000,,6509,,464,504020098,"""map""",,,-0.0503411665559,0.0467909164727,0.00997864454985,,0.00102747155459,-0.00037455208684,0.0235935950622,-0.999721097189
464544000000,,6510,,464,536020098,"""map""",,,-0.0498040504754,0.0462036728859,0.0101899486035,,0.00108467606443,-0.000354741709792,0.0235927099783,-0.999721055042
464576000000,,6511,,464,568019994,"""map""",,,-0.0492653511465,0.045812625438,0.0102629438043,,0.00105141127324,-0.000380592771555,0.0235823840005,-0.99972135007
464612000000,,6512,,464,608019994,"""map""",,,-0.0485538467765,0.0455425083637,0.0103053906932,,0.00107824204343,-0.000340958908307,0.0235520804164,-0.999721982273
464644000000,,6513,,464,640019994,"""map""",,,-0.0479559116066,0.0454831533134,0.0103370435536,,0.00110096285793,-0.000376262121132,0.0235752611831,-0.999721392217
464676000000,,6514,,464,672019890,"""map""",,,-0.0475132279098,0.0447081588209,0.010287983343,,0.00110683588133,-0.000408176546237,0.0235777057003,-0.999721307923
464712000000,,6515,,464,704019890,"""map""",,,-0.0470609404147,0.0441371239722,0.0102833900601,,0.00115777680973,-0.00035481744241,0.0236006757327,-0.999720760014
464744000000,,6516,,464,736019890,"""map""",,,-0.0466059148312,0.0437340848148,0.0102928057313,,0.00112875853989,-0.000281734148548,0.0236253737859,-0.999720254252
464776000000,,6517,,464,768019786,"""map""",,,-0.0461482033134,0.0434736423194,0.010307027027,,0.00110806023905,-0.000287212333355,0.0236149635144,-0.999720464986
464812000000,,6518,,464,808019786,"""map""",,,-0.0455170683563,0.0433224514127,0.010245305486,,0.00112456735685,-0.000206153118844,0.0236289984149,-0.999720169958
464844000000,,6519,,464,840019786,"""map""",,,-0.0449898391962,0.0433672778308,0.0101086134091,,0.00134120647989,-0.000223948349697,0.0236530221186,-0.999719327021
464876000000,,6520,,464,872019683,"""map""",,,-0.0448440089822,0.0426069162786,0.0102660097182,,0.00135417416791,-0.000206685634396,0.0236456464201,-0.999719453462
464912000000,,6521,,464,904019683,"""map""",,,-0.0446629524231,0.042042195797,0.0103618791327,,0.00131130827112,-0.000222609981462,0.0236870346253,-0.999718526231
464944000000,,6522,,464,936019683,"""map""",,,-0.0444356650114,0.0416390188038,0.010338684544,,0.00129884840323,-0.000213808410636,0.0236594284395,-0.999719242728
464976000000,,6523,,464,968019579,"""map""",,,-0.0441873855889,0.0414032638073,0.0102242575958,,0.00128735112162,-0.000201747414926,0.0236148370738,-0.999720338546
465012000000,,6524,,465,8019579,"""map""",,,-0.043822158128,0.0413081422448,0.0100048938766,,0.00133058255178,-0.000187231324132,0.0235444096899,-0.999721897979
465044000000,,6525,,465,40019579,"""map""",,,-0.0434794090688,0.0413845106959,0.00977898389101,,0.00135951932673,-0.000212676331467,0.0235490458433,-0.999721813686
465076000000,,6526,,465,72019476,"""map""",,,-0.043101195246,0.0415713265538,0.00954941473901,,0.00138468943289,-0.000214125746771,0.0235512796263,-0.999721687245
465112000000,,6527,,465,104019476,"""map""",,,-0.0426791384816,0.0418903306127,0.00940223690122,,0.00135664572661,-0.000183822080373,0.0235414594105,-0.999721982273
465144000000,,6528,,465,136019476,"""map""",,,-0.0422328449786,0.0422871150076,0.00918974727392,,0.00138954961484,-0.000208930530306,0.0234847297525,-0.999723246678
465176000000,,6529,,465,176019373,"""map""",,,-0.0418904274702,0.041962377727,0.00929724331945,,0.00134607571682,-0.000192653861929,0.0234988067999,-0.999722993797
465212000000,,6530,,465,208019373,"""map""",,,-0.0416056141257,0.0416807830334,0.00935687404126,,0.00139548186608,-0.000172762360429,0.0235372447257,-0.999721982273
465244000000,,6531,,465,240019373,"""map""",,,-0.04128992185,0.0415426343679,0.00941846892238,,0.00136092684214,-0.000142389505699,0.023556084367,-0.999721602951
465276000000,,6532,,465,272019270,"""map""",,,-0.0409399420023,0.0415197499096,0.00942818354815,,0.00137593144948,-0.000157389009321,0.0235664103449,-0.999721392217
465312000000,,6533,,465,304019270,"""map""",,,-0.0405225344002,0.0416039787233,0.00944476667792,,0.00140197013469,-0.00019528808112,0.02357610412,-0.999721055042
465344000000,,6534,,465,336019270,"""map""",,,-0.0400514639914,0.0418191254139,0.00940509140491,,0.00137057176152,-0.00011144149466,0.0235614791636,-0.999721518658
465376000000,,6535,,465,368019167,"""map""",,,-0.0398386567831,0.041465215385,0.00934345647693,,0.0013731282313,-8.42310941344e-05,0.0235672532818,-0.999721307923
465412000000,,6536,,465,408019167,"""map""",,,-0.0396637134254,0.0409839376807,0.00925940088928,,0.00140180698029,-3.33279497322e-05,0.0235242213495,-0.999722361595
